CompName,StartDateTime,EndDateTime,ElapsedTime,Model,TSID,TSName,OSDResults,FailureReason,SlowSite,USMTBackup,USMTRestore
PC0167,10/3/2018 16:28,10/3/2018 17:44,76.18,HP Pro x2 612 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0168,10/3/2018 16:46,10/3/2018 17:45,59.03,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0169,10/3/2018 16:50,10/3/2018 17:49,58.65,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0170,10/3/2018 16:42,10/3/2018 17:50,67.68,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0171,10/3/2018 16:50,10/3/2018 17:50,59.55,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0172,10/3/2018 17:24,10/3/2018 18:09,44.95,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0173,10/3/2018 17:02,10/3/2018 18:13,70.23,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0174,10/3/2018 17:02,10/3/2018 18:14,71.93,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0175,10/3/2018 18:09,10/3/2018 18:43,33.7,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0176,10/3/2018 18:26,10/3/2018 19:10,44.55,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0177,10/3/2018 18:40,10/3/2018 19:35,54.67,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0178,10/3/2018 17:36,10/3/2018 20:08,151.62,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0179,10/3/2018 19:10,10/3/2018 20:08,58.38,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0180,10/3/2018 19:56,10/3/2018 20:27,31.95,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0181,10/3/2018 20:18,10/3/2018 21:12,53.63,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0182,10/4/2018 7:20,10/4/2018 8:29,69.27,HP EliteBook 840 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0183,10/4/2018 7:31,10/4/2018 8:32,60.33,HP EliteDesk 800 G3 DM 35W,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0184,10/4/2018 7:16,10/4/2018 8:33,76.78,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0185,10/4/2018 8:02,10/4/2018 8:52,50.3,HP Z240 Tower Workstation,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0186,10/4/2018 7:40,10/4/2018 8:53,73.35,HP EliteBook 840 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0187,10/4/2018 7:43,10/4/2018 9:21,98.38,HP EliteBook 840 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0188,10/4/2018 8:20,10/4/2018 9:28,68.12,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0189,10/4/2018 8:04,10/4/2018 9:35,91.43,HP EliteBook Folio 1040 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0190,10/4/2018 8:12,10/4/2018 9:49,97.18,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0191,10/4/2018 8:43,10/4/2018 9:52,68.82,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0192,10/4/2018 8:12,10/4/2018 9:58,106.07,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0193,10/4/2018 9:01,10/4/2018 10:08,66.87,HP EliteBook Folio 1040 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0194,10/4/2018 9:34,10/4/2018 10:08,33.7,Surface Pro 4,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0195,10/4/2018 9:16,10/4/2018 10:16,59.48,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0196,10/4/2018 9:23,10/4/2018 10:22,59.35,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0197,10/4/2018 9:27,10/4/2018 10:24,56.57,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0198,10/4/2018 9:30,10/4/2018 10:30,59.28,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0199,10/4/2018 9:21,10/4/2018 10:56,94.62,Surface Pro 4,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0200,10/4/2018 10:05,10/4/2018 11:05,60.8,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0201,10/4/2018 10:21,10/4/2018 11:15,54.63,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0202,10/4/2018 9:50,10/4/2018 11:17,87.2,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0203,10/4/2018 10:21,10/4/2018 11:19,58.2,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0204,10/4/2018 9:27,10/4/2018 11:22,114.8,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0205,10/4/2018 10:21,10/4/2018 11:31,69.65,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0206,10/4/2018 9:43,10/4/2018 11:31,107.78,HP ProDesk 400 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0207,10/4/2018 10:12,10/4/2018 11:33,80.92,HP ZBook Studio G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0208,10/4/2018 10:12,10/4/2018 11:37,84.88,HP ZBook Studio G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0209,10/4/2018 9:53,10/4/2018 11:38,105.73,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0210,10/4/2018 10:47,10/4/2018 11:42,54.67,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0211,10/4/2018 10:38,10/4/2018 11:45,67.13,HP Z240 SFF Workstation,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0212,10/4/2018 11:04,10/4/2018 11:46,42.38,HP ProDesk 400 G4 MT,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0213,10/4/2018 8:14,10/4/2018 11:51,217.22,HP ProDesk 600 G1 TWR,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0214,10/4/2018 10:36,10/4/2018 11:52,75.52,HP EliteBook Folio 1040 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0215,10/4/2018 9:58,10/4/2018 11:56,117.75,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0216,10/4/2018 9:52,10/4/2018 11:57,125.15,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0217,10/4/2018 10:30,10/4/2018 11:58,87.48,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0218,10/4/2018 10:50,10/4/2018 12:02,72.5,HP Z240 Tower Workstation,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0219,10/4/2018 11:10,10/4/2018 12:05,54.3,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0220,10/4/2018 10:31,10/4/2018 12:06,95.48,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0221,10/4/2018 11:00,10/4/2018 12:09,69,HP ProDesk 600 G1 TWR,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0222,10/4/2018 11:00,10/4/2018 12:09,69.35,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0223,10/4/2018 11:12,10/4/2018 12:15,63.68,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0224,10/4/2018 10:28,10/4/2018 12:18,110.93,HP EliteBook Folio 1040 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0225,10/4/2018 11:13,10/4/2018 12:23,69.32,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0226,10/4/2018 11:41,10/4/2018 12:31,49.82,HP ProDesk 400 G4 SFF ,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0227,10/4/2018 11:38,10/4/2018 12:34,56.47,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0228,10/4/2018 11:31,10/4/2018 12:45,73.27,HP ProBook 440 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0229,10/4/2018 12:21,10/4/2018 12:51,30.15,HP ProDesk 400 G3 DM,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0230,10/4/2018 10:50,10/4/2018 12:53,123.13,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,TRUE,TRUE
PC0231,10/4/2018 11:52,10/4/2018 12:57,64.73,HP EliteBook Folio 1040 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0232,10/4/2018 11:52,10/4/2018 12:58,65.48,HP EliteBook 8470p,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0233,10/4/2018 12:04,10/4/2018 20:58,533.65,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Downloading Driver Package. ,FALSE,FALSE,FALSE
PC0234,10/4/2018 11:48,10/4/2018 12:59,71.52,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0235,10/4/2018 11:54,10/4/2018 13:01,66.32,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0236,10/4/2018 12:02,10/4/2018 13:09,67.3,HP EliteBook Folio 1040 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0237,10/4/2018 12:29,10/4/2018 13:25,55.5,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0238,10/4/2018 10:48,10/4/2018 13:26,157.55,HP Elite x2 1012 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0239,10/4/2018 10:30,10/4/2018 13:34,184.12,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0240,10/4/2018 10:31,10/4/2018 13:35,183.87,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0241,10/4/2018 10:30,10/4/2018 13:35,184.48,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0242,10/4/2018 11:41,10/4/2018 13:35,114.42,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0243,10/4/2018 10:32,10/4/2018 13:47,195.12,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0244,10/4/2018 12:04,10/4/2018 13:48,104.42,HP EliteBook Folio 1040 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0245,10/4/2018 13:37,10/4/2018 14:14,36.93,Surface Pro 4,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0246,10/4/2018 13:07,10/4/2018 14:20,72.65,HP EliteBook 8470p,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0247,10/4/2018 14:05,10/4/2018 14:28,23.52,Surface Pro,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Run Invoke-MbamClientDeployment Script. ,FALSE,FALSE,FALSE
PC0248,10/4/2018 13:11,10/4/2018 14:29,77.28,HP Z240 Tower Workstation,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0249,10/4/2018 13:27,10/4/2018 14:31,64.22,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0250,10/4/2018 13:44,10/4/2018 14:38,53.38,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0251,10/4/2018 13:45,10/4/2018 14:41,56.75,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0252,10/4/2018 13:40,10/4/2018 14:45,65.23,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0253,10/4/2018 13:38,10/4/2018 14:46,67.92,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0254,10/4/2018 13:35,10/4/2018 14:47,72.13,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0255,10/4/2018 14:03,10/4/2018 14:51,48.13,HP ProDesk 600 G2 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0256,10/4/2018 13:53,10/4/2018 14:56,63.52,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0258,10/4/2018 13:51,10/4/2018 15:14,83.38,HP ZBook Studio G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0259,10/4/2018 12:19,10/4/2018 15:17,177.52,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0260,10/4/2018 14:34,10/4/2018 15:29,54.45,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0261,10/4/2018 13:51,10/4/2018 15:32,100.78,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0262,10/4/2018 14:32,10/4/2018 15:35,63.33,HP Compaq Pro 6300 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0263,10/4/2018 14:39,10/4/2018 16:12,93.7,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0264,10/4/2018 14:03,10/4/2018 16:17,133.73,HP ProBook 440 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0265,10/4/2018 15:34,10/4/2018 16:31,56.78,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0266,10/4/2018 15:37,10/4/2018 16:36,59.32,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0267,10/4/2018 15:34,10/4/2018 16:39,65.67,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0268,10/4/2018 15:23,10/4/2018 16:47,84.48,HP EliteBook Folio 1040 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0269,10/4/2018 16:05,10/4/2018 16:57,52.3,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0270,10/4/2018 16:03,10/4/2018 16:58,54.95,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0271,10/4/2018 9:45,10/4/2018 16:59,434.45,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0272,10/4/2018 9:43,10/4/2018 17:04,440.57,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0273,10/4/2018 16:15,10/4/2018 17:14,58.52,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0275,10/4/2018 17:35,10/4/2018 18:32,56.22,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0276,10/5/2018 7:33,10/5/2018 8:34,60.65,HP EliteBook 840 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,TRUE,FALSE,FALSE
PC0277,10/5/2018 7:33,10/5/2018 8:55,81.8,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,TRUE,FALSE,FALSE
PC0278,10/5/2018 7:57,10/5/2018 9:00,62.77,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0279,10/5/2018 7:59,10/5/2018 9:13,73.33,HP ProDesk 400 G5 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,TRUE,FALSE,FALSE
PC0280,10/5/2018 8:17,10/5/2018 9:23,66.48,HP EliteBook Folio 1040 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0281,10/5/2018 8:59,10/5/2018 9:40,40.82,Surface Pro 4,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0282,10/5/2018 8:50,10/5/2018 9:55,64.3,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0283,10/5/2018 9:03,10/5/2018 9:57,54.53,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0284,10/5/2018 9:05,10/5/2018 10:00,55.6,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0285,10/5/2018 8:56,10/5/2018 10:00,64.83,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0286,10/5/2018 9:07,10/5/2018 10:00,53.27,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0287,10/5/2018 8:41,10/5/2018 10:02,81.23,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0288,10/5/2018 9:08,10/5/2018 10:03,54.58,HP EliteBook 840 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,Execute USMT PreScan Script (Full System). ,FALSE,TRUE,TRUE
PC0289,10/5/2018 8:47,10/5/2018 10:14,87.68,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0290,10/5/2018 9:13,10/5/2018 10:24,71.02,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0291,10/5/2018 9:18,10/5/2018 10:29,70.8,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0292,10/5/2018 9:29,10/5/2018 10:31,62.62,HP ProDesk 400 G4 MT,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0293,10/5/2018 9:32,10/5/2018 10:32,59.98,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0294,10/5/2018 10:31,10/5/2018 10:46,15.65,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Failure,CorePE Authentication. ,FALSE,,
PC0295,10/5/2018 9:47,10/5/2018 10:47,59.77,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0296,10/5/2018 9:48,10/5/2018 10:50,62.4,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0297,10/5/2018 9:18,10/5/2018 10:54,96.27,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0298,10/5/2018 10:17,10/5/2018 11:10,53.07,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0299,10/5/2018 9:55,10/5/2018 11:16,81.73,HP ProDesk 600 G1 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0300,10/5/2018 10:26,10/5/2018 11:17,51.13,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0301,10/5/2018 10:31,10/5/2018 11:26,54.42,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0302,10/5/2018 10:53,10/5/2018 11:32,39.02,Surface Pro 4,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0303,10/5/2018 10:50,10/5/2018 11:42,52.43,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0304,10/5/2018 10:13,10/5/2018 11:57,103.22,HP EliteBook 840 G2,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0305,10/5/2018 10:31,10/5/2018 12:05,94.25,HP EliteBook 840 G3,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0306,10/5/2018 10:15,10/5/2018 12:06,110.45,HP ProBook 440 G5,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0307,10/5/2018 11:03,10/5/2018 12:07,63.95,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0308,10/5/2018 10:51,10/5/2018 12:07,76.82,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,TRUE
PC0309,10/5/2018 10:57,10/5/2018 12:16,79.58,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0310,10/5/2018 10:56,10/5/2018 12:27,90.37,HP EliteBook Folio 1040 G1,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
PC0311,10/5/2018 11:38,10/5/2018 12:31,53.2,HP ProDesk 600 G3 SFF,MM100001,MiSCUG Demo - Windows (64bit) v 0.0,Success,Success,FALSE,FALSE,FALSE
